gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group C,master's degree,free/reduced,none,51,64,60
female,group C,associate's degree,standard,none,53,62,52
male,group E,associate's degree,standard,none,87,72,74
female,group E,associate's degree,standard,none,100,96,98
male,group B,associate's degree,free/reduced,none,45,41,41
male,group D,bachelor's degree,standard,none,51,49,46
female,group B,some college,standard,none,63,69,66
male,group C,some high school,standard,none,77,68,66
male,group C,high school,free/reduced,none,62,52,56
female,group C,some college,standard,none,72,83,84
female,group C,associate's degree,standard,completed,75,80,91
female,group B,some high school,standard,none,38,48,47
female,group D,some college,free/reduced,none,46,64,61
male,group B,some high school,standard,completed,61,61,54
male,group B,associate's degree,free/reduced,none,60,57,55
female,group A,associate's degree,standard,completed,59,65,58
male,group C,associate's degree,free/reduced,completed,43,45,49
male,group B,some college,standard,completed,90,84,87
female,group D,master's degree,standard,none,90,98,99
female,group C,associate's degree,free/reduced,none,66,81,75
female,group B,associate's degree,standard,none,58,68,72
female,group A,some college,standard,none,67,83,82
female,group C,high school,free/reduced,none,34,42,40
female,group D,some high school,standard,none,61,67,61
female,group C,high school,standard,none,60,71,68
male,group C,high school,free/reduced,none,55,63,52
male,group C,some high school,free/reduced,none,79,76,63
female,group C,some college,standard,none,56,59,68
male,group B,bachelor's degree,free/reduced,none,87,76,78
male,group D,master's degree,standard,none,80,78,72
male,group D,some high school,standard,none,52,46,48
male,group A,associate's degree,standard,none,60,61,61
male,group D,some college,standard,none,45,56,55
female,group D,some high school,standard,none,47,58,54
female,group C,associate's degree,standard,none,86,85,85
male,group E,bachelor's degree,free/reduced,completed,72,64,69
male,group E,high school,standard,none,74,63,56
female,group D,bachelor's degree,standard,none,64,64,62
male,group C,some high school,standard,completed,73,77,75
female,group D,some high school,standard,completed,99,100,100
female,group C,some high school,free/reduced,none,56,72,65
male,group D,some college,standard,none,93,77,76
female,group D,some high school,standard,none,49,59,52
female,group D,associate's degree,free/reduced,none,44,58,62
female,group D,high school,standard,none,78,79,77
female,group C,master's degree,free/reduced,none,42,62,53
female,group D,some high school,standard,none,69,69,75
female,group C,high school,free/reduced,none,44,42,42
female,group C,some high school,standard,completed,75,87,85
female,group C,some high school,standard,none,68,74,78
female,group D,some college,free/reduced,none,59,67,74
female,group B,some college,free/reduced,none,63,71,66
female,group D,some college,free/reduced,completed,55,60,66
male,group C,associate's degree,standard,completed,77,77,77
female,group C,some college,standard,none,53,49,47
male,group E,some high school,standard,completed,82,80,74
female,group E,some high school,free/reduced,none,32,39,34
male,group D,associate's degree,free/reduced,none,68,61,62
female,group B,associate's degree,standard,completed,85,92,91
female,group A,high school,standard,none,59,72,65
female,group C,high school,standard,none,63,70,70
female,group D,some college,standard,completed,74,84,96
male,group E,some college,free/reduced,none,91,89,83
female,group D,high school,standard,completed,67,77,78
male,group A,bachelor's degree,standard,none,66,62,59
female,group D,master's degree,standard,none,66,65,64
male,group E,associate's degree,free/reduced,completed,46,46,46
male,group C,some college,standard,none,82,86,85
female,group C,associate's degree,standard,none,49,52,56
male,group C,bachelor's degree,standard,none,88,81,85
male,group C,bachelor's degree,standard,completed,92,91,89
female,group D,high school,standard,none,67,72,73
male,group B,some college,standard,none,59,47,45
male,group A,some college,standard,completed,61,57,56
male,group C,bachelor's degree,standard,completed,72,70,67
female,group B,master's degree,free/reduced,completed,58,73,77
male,group C,some high school,standard,none,65,60,50
female,group B,associate's degree,standard,none,51,59,64
female,group C,some college,free/reduced,none,32,38,33
female,group B,some high school,standard,none,37,44,41
female,group B,high school,free/reduced,none,48,68,61
male,group D,associate's degree,standard,none,37,53,42
female,group C,associate's degree,standard,none,86,83,82
male,group D,some high school,free/reduced,none,55,56,51
female,group B,some high school,free/reduced,completed,61,79,79
female,group B,some high school,standard,completed,60,73,69
female,group B,some high school,standard,none,68,69,70
female,group C,some high school,standard,completed,72,92,86
male,group E,some college,standard,none,94,87,82
female,group E,associate's degree,standard,completed,63,76,79
female,group C,high school,standard,none,62,73,69
female,group D,some high school,standard,none,74,88,81
female,group B,some high school,free/reduced,none,51,59,53
male,group D,master's degree,free/reduced,completed,82,85,93
female,group C,high school,free/reduced,none,33,52,50
female,group B,bachelor's degree,standard,none,76,84,82
female,group C,high school,standard,none,29,30,32
male,group C,associate's degree,standard,none,75,75,65
female,group E,bachelor's degree,standard,completed,99,100,100
female,group E,bachelor's degree,standard,none,38,44,37
female,group A,high school,free/reduced,completed,34,50,40
male,group D,associate's degree,standard,none,63,53,50
male,group C,high school,standard,none,64,70,59
female,group D,master's degree,standard,none,71,82,83
male,group D,some college,standard,completed,96,97,97
female,group C,some college,standard,none,85,82,89
male,group C,some high school,standard,none,51,48,41
male,group D,associate's degree,standard,none,69,64,60
male,group E,associate's degree,free/reduced,none,42,41,40
male,group E,high school,free/reduced,completed,57,56,54
female,group D,high school,free/reduced,none,75,91,81
female,group C,some high school,standard,completed,89,89,94
female,group C,high school,free/reduced,none,54,71,63
female,group B,some college,standard,completed,49,64,65
male,group C,associate's degree,standard,completed,55,53,57
male,group E,associate's degree,free/reduced,completed,78,72,74
female,group D,bachelor's degree,standard,none,78,84,89
male,group B,some college,standard,completed,89,98,90
male,group D,some college,standard,completed,80,83,80
male,group D,associate's degree,standard,none,85,72,73
male,group A,high school,free/reduced,none,55,58,45
female,group D,some college,free/reduced,none,56,68,64
male,group C,high school,standard,completed,74,67,64
male,group C,associate's degree,standard,none,63,65,60
female,group D,some college,standard,completed,69,80,76
male,group C,associate's degree,free/reduced,completed,80,83,81
female,group C,high school,standard,none,66,72,69
female,group D,some college,free/reduced,none,56,69,70
female,group C,bachelor's degree,standard,none,78,88,87
male,group C,master's degree,standard,none,68,54,59
female,group D,associate's degree,standard,none,70,80,82
male,group E,associate's degree,standard,completed,94,85,82
female,group A,some high school,free/reduced,none,43,65,56
female,group C,some high school,standard,none,46,63,54
male,group C,high school,standard,completed,56,53,49
female,group C,some high school,free/reduced,none,68,85,77
female,group E,associate's degree,free/reduced,completed,86,85,84
male,group C,high school,free/reduced,none,60,51,49
male,group B,associate's degree,standard,completed,85,85,80
female,group E,associate's degree,free/reduced,none,70,83,85
female,group D,associate's degree,free/reduced,none,47,48,59
male,group C,bachelor's degree,standard,completed,61,65,66
male,group A,some high school,free/reduced,none,40,37,36
female,group C,bachelor's degree,standard,completed,56,79,70
female,group D,associate's degree,standard,none,61,74,75
female,group D,high school,free/reduced,none,73,92,85
female,group C,high school,standard,none,61,67,62
female,group B,high school,free/reduced,none,54,67,59
female,group D,associate's degree,standard,completed,59,76,81
male,group C,master's degree,free/reduced,completed,46,39,45
female,group B,high school,free/reduced,completed,46,56,57
female,group C,some college,standard,none,58,59,63
male,group A,high school,free/reduced,none,48,45,42
male,group A,some high school,free/reduced,none,77,81,74
female,group B,bachelor's degree,standard,none,67,88,84
female,group B,associate's degree,free/reduced,none,45,60,54
male,group B,associate's degree,free/reduced,none,41,44,37
male,group D,high school,standard,none,77,75,67
female,group C,associate's degree,free/reduced,none,54,64,62
female,group E,associate's degree,free/reduced,completed,53,70,73
female,group C,associate's degree,standard,completed,96,95,98
female,group E,some college,free/reduced,none,55,58,55
female,group E,some high school,free/reduced,none,40,49,44
female,group D,some college,free/reduced,completed,65,82,77
male,group C,master's degree,standard,none,71,67,66
female,group B,some high school,standard,none,80,82,78
male,group C,high school,standard,completed,67,61,53
male,group A,high school,standard,none,58,42,48
female,group E,associate's degree,standard,none,52,50,54
male,group B,associate's degree,free/reduced,none,64,57,55
